q_Ainv,two_theta_deg,I_norm
2.145000000000000018e+00,3.049280990559477900e+01,6.659041365864333262e-01
2.150000000000000355e+00,3.056562162436581787e+01,6.653769458966037886e-01
2.155000000000000249e+00,3.063844598701226474e+01,6.648792734681514549e-01
2.160000000000000142e+00,3.071128302955068179e+01,6.644115544697779541e-01
2.165000000000000036e+00,3.078413278804947595e+01,6.639741465192681158e-01
2.169999999999999929e+00,3.085699529862911916e+01,6.635673301250930578e-01
2.174999999999999822e+00,3.092987059746232958e+01,6.631913092743568772e-01
2.179999999999999716e+00,3.100275872077428119e+01,6.628462121639565607e-01
2.185000000000000053e+00,3.107565970484279205e+01,6.625320920716099016e-01
2.189999999999999947e+00,3.114857358599851267e+01,6.622489283632022605e-01
2.195000000000000284e+00,3.122150040062514975e+01,6.619966276327061694e-01
2.200000000000000178e+00,3.129444018515963677e+01,6.617750249707412546e-01
2.205000000000000071e+00,3.136739297609234001e+01,6.615838853576631040e-01
2.209999999999999964e+00,3.144035880996729304e+01,6.614229051769016099e-01
2.214999999999999858e+00,3.151333772338234240e+01,6.612917138441126719e-01
2.219999999999999751e+00,3.158632975298936429e+01,6.611898755475515976e-01
2.225000000000000089e+00,3.165933493549450262e+01,6.611168910949454247e-01
2.229999999999999982e+00,3.173235330765831819e+01,6.610721998620052720e-01
2.235000000000000320e+00,3.180538490629605874e+01,6.610551818376033673e-01
2.240000000000000213e+00,3.187842976827777264e+01,6.610651597605311514e-01
2.245000000000000107e+00,3.195148793052859304e+01,6.611014013426531610e-01
2.250000000000000000e+00,3.202455943002890848e+01,6.611631215731830213e-01
2.254999999999999893e+00,3.209764430381456890e+01,6.612494850987327144e-01
2.259999999999999787e+00,3.217074258897711303e+01,6.613596086737123514e-01
2.265000000000000124e+00,3.224385432266394957e+01,6.614925636756050498e-01
2.270000000000000018e+00,3.231697954207854906e+01,6.616473786795898926e-01
2.275000000000000355e+00,3.239011828448072805e+01,6.618230420869489761e-01
2.280000000000000249e+00,3.246327058718677705e+01,6.620185048016686835e-01
2.285000000000000142e+00,3.253643648756969498e+01,6.622326829496270051e-01
2.290000000000000036e+00,3.260961602305945917e+01,6.624644606347477316e-01
2.294999999999999929e+00,3.268280923114311776e+01,6.627126927265116763e-01
2.299999999999999822e+00,3.275601614936513073e+01,6.629762076732186316e-01
2.304999999999999716e+00,3.282923681532747651e+01,6.632538103354232994e-01
2.310000000000000053e+00,3.290247126668995747e+01,6.635442848339909716e-01
2.314999999999999947e+00,3.297571954117032078e+01,6.638463974072684737e-01
2.320000000000000284e+00,3.304898167654455676e+01,6.641588992719051898e-01
2.325000000000000178e+00,3.312225771064705526e+01,6.644805294819245978e-01
2.330000000000000071e+00,3.319554768137087564e+01,6.648100177807104716e-01
2.334999999999999964e+00,3.326885162666790308e+01,6.651460874406452950e-01
2.339999999999999858e+00,3.334216958454913282e+01,6.654874580852270238e-01
2.344999999999999751e+00,3.341550159308484069e+01,6.658328484885764897e-01
2.350000000000000089e+00,3.348884769040482468e+01,6.661809793473489894e-01
2.354999999999999982e+00,3.356220791469858966e+01,6.665305760201719609e-01
2.360000000000000320e+00,3.363558230421564588e+01,6.668803712298417841e-01
2.365000000000000213e+00,3.370897089726564388e+01,6.672291077236334189e-01
2.370000000000000107e+00,3.378237373221866591e+01,6.675755408872080521e-01
2.375000000000000000e+00,3.385579084750541057e+01,6.679184413077325910e-01
2.379999999999999893e+00,3.392922228161740605e+01,6.682565972819671796e-01
2.384999999999999787e+00,3.400266807310730854e+01,6.685888172652234562e-01
2.390000000000000124e+00,3.407612826058903721e+01,6.689139322572446034e-01
2.395000000000000018e+00,3.414960288273803712e+01,6.692307981212165524e-01
2.400000000000000355e+00,3.422309197829154215e+01,6.695382978322802492e-01
2.405000000000000249e+00,3.429659558604873837e+01,6.698353436520790849e-01
2.410000000000000142e+00,3.437011374487104121e+01,6.701208792260461289e-01
2.415000000000000036e+00,3.444364649368232278e+01,6.703938816003095491e-01
2.419999999999999929e+00,3.451719387146913220e+01,6.706533631552692443e-01
